연번,구,유형,주소,세부 위치,위도,경도
4,도봉구,폐건전지,서울특별시 도봉구 도봉로 642-30,대동아파트,37.6616531,127.0441715
4,도봉구,폐건전지,서울특별시 도봉구 해등로16길 12,현대연합아파트,37.6558439,127.0406987
4,도봉구,폐건전지,서울특별시 도봉구 도봉로136나길 40,신도브래뉴아파트,37.65631666,127.0442924
4,도봉구,폐건전지,서울특별시 도봉구 도봉로136길 28,북한산아이파크아파트,37.6578429,127.0435358
4,도봉구,폐건전지,서울특별시 도봉구 노해로63길 67,대림그린아파트,37.65291046,127.0455868
4,도봉구,폐건전지,서울특별시 도봉구 도봉로136가길 73,한신아파트,37.6554883,127.0427387
4,도봉구,폐건전지,서울특별시 도봉구 해등로 139,미소애아파트,37.6558021,127.0402108
4,도봉구,폐건전지,서울특별시 도봉구 도봉로169나길 22,동사무소,37.6786704,127.0433569
4,도봉구,폐건전지,서울특별시 도봉구 도봉산길 35,도봉서울가든(아),37.6864633,127.0414541
4,도봉구,폐건전지,서울특별시 도봉구 도봉로 851,럭키아파트,37.6803978,127.0450051
4,도봉구,폐건전지,서울특별시 도봉구 도봉산길 27,도봉고등학교,37.6867707,127.0428051
4,도봉구,폐건전지,서울특별시 도봉구 도봉로165길 28-8,성황당경로당,37.6774697,127.043395
4,도봉구,폐건전지,서울특별시 도봉구 마들로 668,동사무소,37.6696229,127.0465415
4,도봉구,폐건전지,서울특별시 도봉구 마들로 859,한신아파트(4),37.6862598,127.0480152
4,도봉구,폐건전지,서울특별시 도봉구 마들로 684-20,서원도봉(아),37.66985916,127.0470072
4,도봉구,폐건전지,서울특별시 도봉구 도봉로162길 12-9,도봉2동경로당,37.6745036,127.0456255
4,도봉구,폐건전지,서울특별시 도봉구 마들로 835,도봉경로당,37.6841853,127.0506781
4,도봉구,폐건전지,서울특별시 도봉구 마들로 735-8,현대성우아파트,37.6763021,127.0476373
4,도봉구,폐건전지,서울특별시 도봉구 도봉로180길 6-23,동아에코빌(아),37.68192507,127.0470103
4,도봉구,폐건전지,서울특별시 도봉구 도봉로180길 77,극동아파트,37.68262329,127.0493098
4,도봉구,폐건전지,서울특별시 도봉구 도봉로180길 50,유원아파트,37.6817702,127.0502996
4,도봉구,폐건전지,서울특별시 도봉구 도봉로180길 6-83,삼환도봉아파트,37.68123941,127.0492681
4,도봉구,폐건전지,서울특별시 도봉구 마들로 770,도봉서광아파트,37.67901543,127.0501281
4,도봉구,폐건전지,서울특별시 도봉구 도봉로180길 83-14,주공1단지(아),37.6829494,127.0507188
4,도봉구,폐건전지,서울특별시 도봉구 마들로 835,주공2단지(아),37.6841853,127.0506781
4,도봉구,폐건전지,서울특별시 도봉구 도봉로180가길 32,중흥S클래스,37.6848884,127.0471375
4,도봉구,폐건전지,서울특별시 도봉구  도봉로170길40,도봉래미안아파트,37.6795941,127.0464865
4,도봉구,폐건전지,서울특별시 도봉구 노해로 179,숭미초등학교,37.6508453,127.0279643
4,도봉구,폐건전지,서울특별시 도봉구 우이천로 360,쌍문초등학교,37.6489734,127.024308
4,도봉구,폐건전지,서울특별시 도봉구 삼양로146길 17,백운초등학교,37.6532035,127.0139875
4,도봉구,폐건전지,서울특별시 도봉구 도봉로129길 50,백운중학교,37.6563724,127.0358991
4,도봉구,폐건전지,서울특별시 도봉구 도봉로129길 54,창경초등학교,37.6561144,127.0347544
4,도봉구,폐건전지,서울특별시 도봉구 도봉로 601,시그마팰리스,37.6583968,127.0400754
4,도봉구,폐건전지,서울특별시 도봉구 도봉로137길 31,에덴아파트,37.6604107,127.0396392
4,도봉구,폐건전지,서울특별시 도봉구 도봉로125길 55,미래빌라,37.6549402,127.0362758
4,도봉구,폐건전지,서울특별시 도봉구 도당로 7,벽산아파트,37.6587508,127.0347634
4,도봉구,폐건전지,서울특별시 도봉구 방학로 32-28,창도초등학교,37.663831,127.0490956
4,도봉구,폐건전지,서울특별시 도봉구 도봉로 666,도봉소방서,37.6640118,127.0433762
4,도봉구,폐건전지,서울특별시 도봉구 시루봉로 173,신방학초등학교,37.6659578,127.0292294
4,도봉구,폐건전지,서울특별시 도봉구 방학로 247-21,신학초교,37.6609904,127.0255131
4,도봉구,폐건전지,서울특별시 도봉구 시루봉로 156,신방학중교,37.6636445,127.0295168
4,도봉구,폐건전지,서울특별시 도봉구 도봉로110길 25,KT도봉지점,37.6463887,127.0350831
4,도봉구,폐건전지,서울특별시 도봉구 덕릉로63길 46,창림초등학교,37.6429724,127.0415487
4,도봉구,폐건전지,서울특별시 도봉구 우이천로 120,신화초등학교,37.6326698,127.0408596
4,도봉구,폐건전지,서울특별시 도봉구 덕릉로60길 93,신창초등학교,37.6361731,127.0421969
4,도봉구,폐건전지,서울특별시 도봉구 마들로13길 166,자운초등학교,37.6577174,127.0463946
4,도봉구,폐건전지,서울특별시 도봉구 노해로70길 95,노곡중학교,37.6485909,127.053561
4,도봉구,폐건전지,서울특별시 도봉구 해등로16길 81,창동초등학교,37.6551924,127.0446861
4,도봉구,폐건전지,서울특별시 도봉구 도봉로 552,구민회관,37.6540005,127.0386044
4,도봉구,폐건전지,서울특별시 도봉구 노해로 313,북부교욱청,37.6516859,127.0433904
4,도봉구,폐건전지,서울특별시 도봉구 노해로65길 4,이마트할인점,37.6516821,127.046933
4,도봉구,폐건전지,서울특별시 도봉구 도봉로 905,㈜금호조명손치용,37.6853815,127.0457197
4,도봉구,폐건전지,서울특별시 도봉구 마들로 859-44,누원초등학교,37.6869304,127.0490694
4,도봉구,폐건전지,서울특별시 도봉구 마들로 671,도봉중학교,37.6707284,127.0459742
4,도봉구,폐건전지,서울특별시 도봉구 마들로 747,북부지청,37.6763437,127.0458785
5,동작구,폐건전지,노량진로 148,동작경찰서,,
5,동작구,폐건전지,매봉로 158,극동강변(아) 지하주차장,,
5,동작구,폐건전지,만양로 14바길 24,한강하이츠빌라 1동 앞,,
5,동작구,폐건전지,만양로8길 50,우성(아) 관리실,,
5,동작구,폐건전지,만양로8길 50,우성(아) 102동,,
5,동작구,폐건전지,만양로8길 50,우성(아) 106동,,
5,동작구,폐건전지,만양로8길 50,우성(아) 107동,,
5,동작구,폐건전지,만양로 19,신동아(아) 101동,,
5,동작구,폐건전지,만양로 19,신동아(아) 103동,,
5,동작구,폐건전지,만양로 19,신동아(아) 703동,,
5,동작구,폐건전지,만양로 19,신동아(아) 706동,,
5,동작구,폐건전지,만양로 19,신동아리버파크 임대 관리사무소 앞,,
5,동작구,폐건전지,만양로 36,형인한강아파트,,
5,동작구,폐건전지,만양로 84,"삼익(아) 쓰레기장 1,삼익프라자 1",,
5,동작구,폐건전지,장승배기로16길 134,쌍용예가아파트,,
5,동작구,폐건전지,만양로12가길 69,영본초등학교 재활용분리수거장 옆,,
5,동작구,폐건전지,노량진로 24길 2,한강쌍용(아) 관리실 뒤,,
5,동작구,폐건전지,매봉로134,신동아(아) 본동 2동,,
5,동작구,폐건전지,매봉로134,신동아(아) 본동 7동,,
5,동작구,폐건전지,매봉로134,신동아(아) 본동 8동(상가 앞),,
5,동작구,폐건전지,노량진로23가길 16,유원(아) 정문 앞,,
5,동작구,폐건전지,노량진로23가길 16,유원(아) 후문 앞,,
5,동작구,폐건전지,매봉로 99,한신휴플러스(아) 101동앞,,
5,동작구,폐건전지,매봉로 99,한신휴플러스(아) 105동,,
5,동작구,폐건전지,노량진로22길 60,본동SH빌 쓰레기장,,
5,동작구,폐건전지,장승배기로 160,노량진초등학교,,
5,동작구,폐건전지,매봉로 123,본동 삼성래미안 103동,,
5,동작구,폐건전지,매봉로 123,본동 삼성래미안 104동,,
5,동작구,폐건전지,매봉로 123,본동 삼성래미안 106동,,
5,동작구,폐건전지,노량진로23가길 23,"래미안트윈파크아파트102, 104동",,
5,동작구,폐건전지,노량진로26길 16-40,본동초등학교,,
5,동작구,폐건전지,장승배기로 28길 30,노량진1동주민센터,,
5,동작구,폐건전지,만양로 26,건영아파트 101~103동,,
5,동작구,폐건전지,만양로 26,건영아파트 104동 1~2라인,,
5,동작구,폐건전지,만양로 26,건영아파트 105동,,
5,동작구,폐건전지,장승배기로18길 27,노량진맨션아파트,,
5,동작구,폐건전지,장승배기로19길 48 ,노량진2동 주민센터,,
5,동작구,폐건전지,장승배기로 161,동작구청,,
5,동작구,폐건전지,등용로4길 76,노량진2동 재활용정거장,,
5,동작구,폐건전지,상도로 68길 32,명아아트빌라 앞,,
5,동작구,폐건전지,사당로2길 2-19,상현중학교,,
5,동작구,폐건전지,상도로 407,삼호(아) 101동,,
5,동작구,폐건전지,상도로 407,삼호(아) 102동,,
5,동작구,폐건전지,상도로 407,삼호(아) 104동,,
5,동작구,폐건전지,상도로 407,삼호(아) 105동,,
5,동작구,폐건전지,상도로 421,관악현대(아) 201동 앞,,
5,동작구,폐건전지,상도로60길 20,대림아파트 102동 ,,
5,동작구,폐건전지,사당로2길 2-32,상도현대(아) 102동 ,,
5,동작구,폐건전지,상도로 320,중앙하이츠빌 103동,,
5,동작구,폐건전지,상도로 320,중앙하이츠빌 105동,,
5,동작구,폐건전지,상도로 320,중앙하이츠빌 107동,,
5,동작구,폐건전지,상도로 320,중앙하이츠빌 109동,,
5,동작구,폐건전지,양녕로 287,대우유로카우티 101동 ,,
5,동작구,폐건전지,상도로55길 47,삼성래미안2차(아) 202동,,
5,동작구,폐건전지,상도로55길 47,삼성래미안2차(아) 206동,,
5,동작구,폐건전지,상도로53길 70,상도sh빌(아) 201동,,
5,동작구,폐건전지,상도로53길 70,상도sh빌(아) 202동,,
5,동작구,폐건전지,상도로53길 70,상도sh빌(아) 203동,,
5,동작구,폐건전지,상도로53길 70,상도sh빌(아) 204동,,
5,동작구,폐건전지,상도로53길 8,삼성래미안3차(아) 303동,,
5,동작구,폐건전지,상도로53길 8,삼성래미안3차(아) 307동,,
5,동작구,폐건전지,상도로53길 8,삼성래미안3차(아) 310동,,
5,동작구,폐건전지,상도로53길 8,삼성래미안3차(아) 312동,,
5,동작구,폐건전지,상도로53길 8,삼성래미안3차(아) 319동,,
5,동작구,폐건전지,상도로53길 8,삼성래미안3차(아) 321동,,
5,동작구,폐건전지,상도로53길 8,삼성래미안3차(아) 323동,,
5,동작구,폐건전지,상도로53길 8,삼성래미안3차(아) 327동,,
5,동작구,폐건전지,상도로53길 9,상도1동주민센터,,
5,동작구,폐건전지,상도로41가길 3,상도종합사회복지관 입구,,
5,동작구,폐건전지,상도로47바길 40,상도패리스(아) 102동 ,,
5,동작구,폐건전지,강남초등길15,강남초등학교,,
5,동작구,폐건전지,강남초등길3,절고개어린이공원,,
5,동작구,폐건전지,상도로55길 25,삼환나우빌(아) 101동 ,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크101동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크102동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크103동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크104동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크106동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크107동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크108동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크109동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크110동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크113동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크114동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크115동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크116동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크118동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크121동,,
5,동작구,폐건전지,상도로 346-1,상도엠코센트럴파크122동,,
5,동작구,폐건전지,상도로 346-2,상도엠코타운애스톤파크,,
5,동작구,폐건전지,양녕로 259,남산기전 부근,,
5,동작구,폐건전지,장승배기로10길 100,상도더샵2차(아) 201동 ,,
5,동작구,폐건전지,장승배기로10길 100,상도더샵2차(아) 204동 분리수거장,,
5,동작구,폐건전지,장승배기로10가길 25,장승중학교,,
5,동작구,폐건전지,장승배기로11가길 11,상도파크자이 아파트 101동,,
5,동작구,폐건전지,장승배기로11가길 11,상도파크자이 아파트 103동,,
5,동작구,폐건전지,장승배기로11가길 11,상도파크자이 아파트 106동,,
5,동작구,폐건전지,만양로 26,건영아파트 102,,
5,동작구,폐건전지,상도로211,상도2동 주민센터 앞,,
5,동작구,폐건전지,상도로30길 73,낙원경로당 앞,,
5,동작구,폐건전지,상도로15길 131,상도휴엔하임,,
5,동작구,폐건전지,상도로15바길 5,동작청소년문화의집,,
5,동작구,폐건전지,장승배기로 26,아이파크(아) 105동 앞,,
5,동작구,폐건전지,장승배기로 26,아이파크(아) 106동 앞,,
5,동작구,폐건전지,등용로 37,삼성래미안1차(아) 101동 뒤,,
5,동작구,폐건전지,등용로 37,삼성래미안1차(아) 103동 앞,,
5,동작구,폐건전지,등용로 37,삼성래미안1차(아) 105동 앞,,
5,동작구,폐건전지,등용로 37,삼성래미안1차(아) 106동 앞,,
5,동작구,폐건전지,등용로 37,삼성래미안1차(아) 108동 앞,,
5,동작구,폐건전지,장승배기로4길 9,상도더샵(아) 105동 앞,,
5,동작구,폐건전지,장승배기로4길 9,상도더샵(아) 109동 앞,,
5,동작구,폐건전지,장승배기로4길 9,상도더샵(아) 112동 앞,,
5,동작구,폐건전지,장승배기로4길 9,상도더샵(아) 117동 앞,,
5,동작구,폐건전지,상도로31길 19,브라운스톤(아) 101동 앞,,
5,동작구,폐건전지,상도로31길 19,브라운스톤(아) 104동 앞,,
5,동작구,폐건전지,상도로31길 19,브라운스톤(아) 관리사무소(107동) 앞,,
5,동작구,폐건전지,상도로34길 42,동원베네스트(아) 104동 앞,,
5,동작구,폐건전지,상도로30길 40,두산위브2차(아)202동 앞,,
5,동작구,폐건전지,상도로30길 40,두산위브2차(아)203동 옆,,
5,동작구,폐건전지,상도로30길 40,두산위브2차(아)206동 앞,,
5,동작구,폐건전지,상도로207,효성해링턴(아)102동 앞,,
5,동작구,폐건전지,장승배기로 14,신상도초등학교 후문,,
5,동작구,폐건전지,상도로34나길 12,청원가든빌라,,
5,동작구,폐건전지,상도로30길 39,상도두산위브1차(아) 102동 앞,,
5,동작구,폐건전지,상도로30길 39,상도두산위브1차(아) 104동 옆,,
5,동작구,폐건전지,만양로 6,상도 e편한세상노빌리티(아) 101동 앞,,
5,동작구,폐건전지,만양로 6,상도 e편한세상노빌리티(아) 102동 앞,,
5,동작구,폐건전지,만양로 6,상도 e편한세상노빌리티(아) 103동 앞,,
5,동작구,폐건전지,만양로 6,상도 e편한세상노빌리티(아) 104동 앞,,
5,동작구,폐건전지,만양로 6,상도 e편한세상노빌리티(아) 105동 앞,,
5,동작구,폐건전지,만양로 6,상도 e편한세상노빌리티(아) 106동 앞,,
5,동작구,폐건전지,만양로 6,상도 e편한세상노빌리티(아) 107동 앞,,
5,동작구,폐건전지,만양로 6,상도 e편한세상노빌리티(아) 108동 앞,,
5,동작구,폐건전지,국사봉1길221-10,구립경로당,,
5,동작구,폐건전지,국사봉길111,공영주차장,,
5,동작구,폐건전지,성대로2길11,상도3동주민센터,,
5,동작구,폐건전지,상도로107,쌍용스윗닷홈101동,,
5,동작구,폐건전지,상도로107,쌍용스윗닷홈 104동,,
5,동작구,폐건전지,상도로107,쌍용스윗닷홈 106동,,
5,동작구,폐건전지,국사봉길178,갑을명가1차,,
5,동작구,폐건전지,국사봉길175,갑을명가2차,,
5,동작구,폐건전지,양녕로23길 125,코사마트 앞,,
5,동작구,폐건전지,양녕로26길 11,약수맨션 C동외벽,,
5,동작구,폐건전지,성대로29길 53,상도4동주민센터,,
5,동작구,폐건전지,양녕로27길 41, 송학경로당(데이케어센터) 입구 옆 담벽,,
5,동작구,폐건전지,양녕로30길 25,삼성스포렉스 아래 담벽,,
5,동작구,폐건전지,양녕로 177,현진빌라 단지내,,
5,동작구,폐건전지,성대로12길28,우현파크빌(양녕주차장) 옆,,
5,동작구,폐건전지,성대로 92,성림하이츠빌,,
5,동작구,폐건전지,양녕로23길 32,진솔주택,,
5,동작구,폐건전지,양녕로23길 67,종인아네스트 아파트 외벽,,
5,동작구,폐건전지,양녕로23길 43,동아(아)경비실 옆,,
5,동작구,폐건전지,양녕로26나길 8,삼익(아) 101동 앞,,
5,동작구,폐건전지,양녕로23길 9,경향렉스빌(아)101동,,
5,동작구,폐건전지,양녕로 170,롯데캐슬(아) 101동앞,,
5,동작구,폐건전지,동작대로17길 28,사당1동주민센터 앞,,
5,동작구,폐건전지,동작대로13길 9 ,천주교 사당동성당 앞,,
5,동작구,폐건전지,사당로26길 130-6,삼성아파트 관리사무소 앞,,
5,동작구,폐건전지,남부순환로269길 79,건물 뒤쪽 옹벽앞,,
5,동작구,폐건전지,남부순환로259길 10,고합하이츠빌라 뒷편 담장 앞,,
5,동작구,폐건전지,사당로20길 119,르메이르(아) 관리실 앞,,
5,동작구,폐건전지,사당로20길 132,사당1동경로당 앞,,
5,동작구,폐건전지,남부순환로257가길13,건물 코너앞,,
5,동작구,폐건전지,현충로 174,국립현충원 직원숙소 ,,
5,동작구,폐건전지,동작대로39길 22,이수힐스테이트아파트,,
5,동작구,폐건전지,동작대로29길 110,사당신동아(아)  401동,,
5,동작구,폐건전지,동작대로29길 110,사당신동아(아) 404동,,
5,동작구,폐건전지,동작대로29길 110,사당신동아(아) 401동,,
5,동작구,폐건전지,동작대로29길 110,사당신동아(아) 402동,,
5,동작구,폐건전지,동작대로29길 110,사당신동아(아) 403동,,
5,동작구,폐건전지,동작대로29길 110,사당신동아(아) 404동,,
5,동작구,폐건전지,동작대로29길 110,사당신동아(아) 405동,,
5,동작구,폐건전지,동작대로29길 110,사당신동아(아) 407동,,
5,동작구,폐건전지,동작대로29길 110,사당신동아(아) 501동 앞,,
5,동작구,폐건전지,동작대로29길 115,우성(아) 3단지 303동,,
5,동작구,폐건전지,동작대로29길 115,우성(아) 3단지 306동,,
5,동작구,폐건전지,동작대로29길 119,극동(아) 105동,,
5,동작구,폐건전지,동작대로29길 119,극동(아) 109동,,
5,동작구,폐건전지,동작대로29길 119,극동(아) 112동,,
5,동작구,폐건전지,동작대로29길 91,우성(아) 2단지 201동,,
5,동작구,폐건전지,동작대로29길 91,우성(아) 2단지 205동,,
5,동작구,폐건전지,동작대로29길 91,우성(아) 2단지 208동,,
5,동작구,폐건전지,동작대로29길 52,사당2동주민센터,,
5,동작구,폐건전지,동작대로29길 81,대아(아) 경비실 앞,,
5,동작구,폐건전지,사당로26길 130-6,삼성(아) 관리사무소,,
5,동작구,폐건전지,동작대로29길 195,대성유니드아파트 관리실,,
5,동작구,폐건전지,동작대로29길 69,두성프라자 건물 뒷편,,
5,동작구,폐건전지,동작대로29길 63-24,샘터도서관,,
5,동작구,폐건전지,동작대로27다길 26,이수프라자,,
5,동작구,폐건전지,동작대로39가길 5,금강KCC아파트 102동,,
5,동작구,폐건전지,동작대로39가길 5,금강KCC아파트 관리실,,
5,동작구,폐건전지,동작대로35사길 2,세림아파트 주차장,,
5,동작구,폐건전지,정금3길 22,공작빌라 가동 앞,,
5,동작구,폐건전지,동작대로39가길 83,동작중학교,,
5,동작구,폐건전지,동작대로 171,경문고등학교,,
5,동작구,폐건전지,동작대로29길 214,동작초등학교,,
5,동작구,폐건전지,사당로 13길 31,두산위브101동,,
5,동작구,폐건전지,사당로 13길 31,두산위브102동,,
5,동작구,폐건전지,사당로 13길 31,두산위브103동,,
5,동작구,폐건전지,사당로 13길 31,두산위브104동,,
5,동작구,폐건전지,사당로27길 190,롯데캐슬 102동,,
5,동작구,폐건전지,사당로27길 190,롯데캐슬 103동,,
5,동작구,폐건전지,사당로23바길 9,동작삼성래미안(아)111동,,
5,동작구,폐건전지,사당로23바길 9,동작삼성래미안(아)113동,,
5,동작구,폐건전지,사당로23바길 9,동작삼성래미안(아)116동,,
5,동작구,폐건전지,사당로9가길 82,경남아너스빌아파트,,
5,동작구,폐건전지,사당로 165,대아(아) 102동,,
5,동작구,폐건전지,사당로 165,대아(아) 101동 옆,,
5,동작구,폐건전지,사당로9가길 55,대창센시티현관 앞,,
5,동작구,폐건전지,사당로27길 181,사당롯데캐슬 203동 옆,,
5,동작구,폐건전지,사당로27길 130,이수역리가아파트 재활용보관소 3개소,,
5,동작구,폐건전지,사당로 17길 86,사당3동주민센터,,
5,동작구,폐건전지,사당로17길 111,현대(아) 2동 앞,,
5,동작구,폐건전지,사당로 17길 8,대림프라자 옆,,
5,동작구,폐건전지,사당로17길 52,대림(아) 1동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 2동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 3동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 5동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 6동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 7동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 8동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 9동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 10동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 11동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 12동,,
5,동작구,폐건전지,사당로17길 52,대림(아) 13동,,
5,동작구,폐건전지,사당로23길 57-14,남성초등학교,,
5,동작구,폐건전지,사당로23길185,사당롯데캐슬 뒷길,,
5,동작구,폐건전지,사당로9가길 58,사당중학교,,
5,동작구,폐건전지,사당로23길 112,래미안이수역로이파크101동,,
5,동작구,폐건전지,사당로23길 112,래미안이수역로이파크102동,,
5,동작구,폐건전지,사당로23길 112,래미안이수역로이파크103동,,
5,동작구,폐건전지,사당로23길 112,래미안이수역로이파크104동,,
5,동작구,폐건전지,사당로23길 112,래미안이수역로이파크105동,,
5,동작구,폐건전지,사당로23길 112,래미안이수역로이파크106동,,
5,동작구,폐건전지,사당로16아길 43,진흥아리엘(아)101(5-7라인),,
5,동작구,폐건전지,남부순환로255길 21,삼익그린뷰(아)101동,,
5,동작구,폐건전지,사당로20나길 57,kcc아파트 101동 뒤,,
5,동작구,폐건전지,사당로16길 96,사당휴먼시아(아)102동옆,,
5,동작구,폐건전지,사당로16아길 6,사당4동주민센터 지하 주차장,,
5,동작구,폐건전지,사당로16길 125 ,원앙빌라 건너편 거주자지역 옆,,
5,동작구,폐건전지,남부순환로269길 166,남성중학교 옹벽 밑,,
5,동작구,폐건전지,사당로 16라길 27,이정영의 묘 근처 재활용정거장,,
5,동작구,폐건전지,사당로2가길188,삼호그린(아),,
5,동작구,폐건전지,사당로2가길102,사당자이(아)101동,,
5,동작구,폐건전지,사당로2가길102,사당자이(아)102동,,
5,동작구,폐건전지,사당로2가길102,사당자이(아)105동,,
5,동작구,폐건전지,사당로2가길102,사당자이(아)108동,,
5,동작구,폐건전지,사당로2가길139,사당로2가길139 길건너 축대아래,,
5,동작구,폐건전지,사당로2가길173,남해오네뜨(아),,
5,동작구,폐건전지,사당로2길40,사당해그린(아),,
5,동작구,폐건전지,솔밭로65,사당갑을명가(아),,
5,동작구,폐건전지,사당로2자길131,신남성연립 정문 입구,,
5,동작구,폐건전지,사당로2가길219,사당5동주민센터,,
5,동작구,폐건전지,사당로8길68,우리어린이집 옆,,
5,동작구,폐건전지,솔밭로57,레디앙스(아),,
5,동작구,폐건전지,사당로10길48,제일(아) 옆길,,
5,동작구,폐건전지,사당로16다길 57,제일아파트,,
5,동작구,폐건전지,등용로8길 5,영등포중학교후문 컨테이너,,
5,동작구,폐건전지,등용로4길 81-22,영등포고등학교,,
5,동작구,폐건전지,노량진로 26,솔표빌딩 지하주차장,,
5,동작구,폐건전지,알마타길 16,신길초등학교 후문,,
5,동작구,폐건전지,알마타길 6,신동아파밀리에 하늘마루(아) 101동 분리 수거장,,
5,동작구,폐건전지,알마타길 6,"신동아파밀리에 하늘마루(아) 102,103동 분리 수거장",,
5,동작구,폐건전지,대방동2길 36,신건드림원(아),,
5,동작구,폐건전지,대방동15길 29,강남중학교 주차장,,
5,동작구,폐건전지,대방동1길 22,대림초등학교 급식실 앞,,
5,동작구,폐건전지,등용로 123,대방할인마트,,
5,동작구,폐건전지,등용로14길 34,신한토탈아파트 101동 앞,,
5,동작구,폐건전지,등용로14길 40,비젼아파트 주차장 입구,,
5,동작구,폐건전지,등용로8길 3,영화초등학교 시설관리실 앞,,
5,동작구,폐건전지,여의대방로44길 9,성원아파트 101동,,
5,동작구,폐건전지,여의대방로44길 9,성원아파트 102동,,
5,동작구,폐건전지,여의대방로44길 9,성원아파트 103동,,
5,동작구,폐건전지,여의대방로44길 10,대림아파트 101동,,
5,동작구,폐건전지,여의대방로44길 10,대림아파트 102동,,
5,동작구,폐건전지,여의대방로44길 10,대림아파트 103동,,
5,동작구,폐건전지,여의대방로44길 10,대림아파트 104동,,
5,동작구,폐건전지,여의대방로44길 10,대림아파트 106동,,
5,동작구,폐건전지,여의대방로44길 10,대림아파트 107동,,
5,동작구,폐건전지,여의대방로44길 10,대림아파트 108동,,
5,동작구,폐건전지,여의대방로44길 10,대림아파트 109동,,
5,동작구,폐건전지,여의대방로44길 20,대방동주민센터,,
5,동작구,폐건전지,노량진로 40,현대아파트(104동 앞),,
5,동작구,폐건전지,여의대방로44길 47,대방2차 주공(아) 관리실 앞,,
5,동작구,폐건전지,여의대방로44길 47,대방주공1차(아) 101동 앞,,
5,동작구,폐건전지,여의대방로44길 47,대방주공1차(아) 104동,,
5,동작구,폐건전지,여의대방로44길 47,대방주공1차(아) 105동,,
5,동작구,폐건전지,여의대방로62길 15,한국개나리(아)관리실 앞,,
5,동작구,폐건전지,여의대방로62길 23,우정아파트 102동 앞,,
5,동작구,폐건전지,알마타길 58,"대방2차 현대(아) 201동,205동  앞",,
5,동작구,폐건전지,알마타길 53,대방2차 이편한(아) 201동 앞,,
5,동작구,폐건전지,알마타길 37,대방1차 이편한 103동,,
5,동작구,폐건전지,알마타길 37,대방1차 이편한 104동,,
5,동작구,폐건전지,알마타길 37,대방1차 이편한 107동,,
5,동작구,폐건전지,여의대방로24다길 40,코오롱아파트101동 앞,,
5,동작구,폐건전지,여의대방로62길 8,신일해피트리(아) 주차장,,
5,동작구,폐건전지,여의대방로54길 6,경남아너스빌 경노당(101동) 앞,,
5,동작구,폐건전지,여의대방로54길 39,대방아데나339,,
5,동작구,폐건전지,여의대방로10길 24,대방중학교 수의실 맞은편,,
5,동작구,폐건전지,여의대방로 22,우성아파트 1동,,
5,동작구,폐건전지,여의대방로 22,우성아파트 6동,,
5,동작구,폐건전지,여의대방로 22,우성아파트 9동,,
5,동작구,폐건전지,여의대방로 22,우성아파트 10동,,
5,동작구,폐건전지,여의대방로 22,우성아파트 11동,,
5,동작구,폐건전지,여의대방로 22,우성아파트 12동,,
5,동작구,폐건전지,여의대방로 22,우성아파트 14동,,
5,동작구,폐건전지,여의대방로 22,우성아파트 15동,,
5,동작구,폐건전지,여의대방로 22,우성아파트 17동,,
5,동작구,폐건전지,여의대방로 22,우성상가 쓰레기 중간집하장,,
5,동작구,폐건전지,여의대방로 8,우성2차(아) 101동,,
5,동작구,폐건전지,여의대방로 8,우성2차(아) 102동,,
5,동작구,폐건전지,신대방길 72,신대방1동주민센터 후문,,
5,동작구,폐건전지,신대방2길 23,문창초등학교 옆 담장,,
5,동작구,폐건전지,신대방14가길 23,대천교회 정문 뒤,,
5,동작구,폐건전지,신대방2길 14,문창초등학교 교무실 뒤 담,,
5,동작구,폐건전지,신대방1길 71,뚝방길 초소 앞,,
5,동작구,폐건전지,여의대방로 28,현대아파트101-A,,
5,동작구,폐건전지,여의대방로 28,현대아파트102-A,,
5,동작구,폐건전지,여의대방로 28,현대아파트103동,,
