연번,구,유형,주소,세부 위치,위도,경도
3,광진구,폐건전지,서울특별시 광진구 아차산로69길 19,광장동현대9차,,
3,광진구,폐건전지,서울특별시 광진구 광나루로 579,광장동금호,,
3,광진구,폐건전지,서울특별시 광진구 아차산로69길 29,광장현대11차,,
3,광진구,폐건전지,서울특별시 광진구 천호대로 808,광장동현대12차,,
3,광진구,폐건전지,서울특별시 광진구 광나루로 595,광장자이,,
3,광진구,폐건전지,서울특별시 광진구 아차산로 537-17,광장힐스테이트,,
3,광진구,폐건전지,서울특별시 광진구 아차산로78가길 31 ,연세리버빌,,
3,광진구,폐건전지,서울특별시 광진구 광나루로30길 25,동아자동차담장 건너편 주차장 골목,,
3,광진구,폐건전지,서울특별시 광진구 광나루로36길 47,명성여고,,
3,광진구,폐건전지,서울특별시 광진구 광나루로36길 47,명성여중,,
3,광진구,폐건전지,서울특별시 광진구 아차산로 375,크레신타워,,
3,광진구,폐건전지,서울특별시 광진구 광나루로36길 67,,,
3,광진구,폐건전지,서울특별시 광진구 자양로 116,웰츠타워,,
3,광진구,폐건전지,서울특별시 광진구 광나루로 486,센트오피스텔,,
3,광진구,폐건전지,서울특별시 광진구 자양로 167,광진경찰서 뒷담,,
3,광진구,폐건전지,서울특별시 광진구 자양로26길 71,구의동세한,,
3,광진구,폐건전지,서울특별시 광진구 영화사로 111,동의초교,,
3,광진구,폐건전지,서울특별시 광진구 워커힐로 93,정립회관,,
3,광진구,폐건전지,서울특별시 광진구 영화사로16길 34 ,한라아파트 옆,,
3,광진구,폐건전지,서울특별시 광진구 자양로48길 50,롯데빌라,,
3,광진구,폐건전지,서울특별시 광진구 자양로44길 141 ,,,
3,광진구,폐건전지,서울특별시 광진구 자양로44길 69,,,
3,광진구,폐건전지,서울특별시 광진구 자양로44길 57 ,,,
3,광진구,폐건전지,서울특별시 광진구 자양로42길 40,,,
3,광진구,폐건전지,서울특별시 광진구 자양로40길 41,광진초교,,
3,광진구,폐건전지,서울특별시 광진구 천호대로136길 55,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 자양로41길 20,,,
3,광진구,폐건전지,서울특별시 광진구 광나루로 545,래미안구의파크스위트,,
3,광진구,폐건전지,서울특별시 광진구 영화사로11길 44 ,,,
3,광진구,폐건전지,서울특별시 광진구 자양로33길 37,,,
3,광진구,폐건전지,서울특별시 광진구 광나루로54길 14,성현교회,,
3,광진구,폐건전지,서울특별시 광진구 구의강변로 106,삼성쉐르빌,,
3,광진구,폐건전지,서울특별시 광진구 구의로16길 36 ,명성맨션,,
3,광진구,폐건전지,서울특별시 광진구 아차산로 471,cs프라자,,
3,광진구,폐건전지,서울특별시 광진구 아차산로 452,다성리버텔,,
3,광진구,폐건전지,서울특별시 광진구 아차산로 451,세림리오빌,,
3,광진구,폐건전지,서울특별시 광진구 구의강변로 42,구의동강변우성,,
3,광진구,폐건전지,서울특별시 광진구 강변역로4길 34 ,현대하이엘,,
3,광진구,폐건전지,서울특별시 광진구 강변역로4길 68,리젠트오피스텔,,
3,광진구,폐건전지,서울특별시 광진구 광나루로56길 8,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 구의강변로3가길 39,구의현대7단지,,
3,광진구,폐건전지,서울특별시 광진구 구의강변로 64,구의아크로리버,,
3,광진구,폐건전지,서울특별시 광진구 구의강변로 94,구의현대6단지,,
3,광진구,폐건전지,서울특별시 광진구 광나루로56길 32,구의현대2단지(1),,
3,광진구,폐건전지,서울특별시 광진구 광나루로56길 32,구의현대2단지(2),,
3,광진구,폐건전지,서울특별시 광진구 광나루로56길 32,구의현대2단지(3),,
3,광진구,폐건전지,서울특별시 광진구 광나루로56길 32,구의현대2단지(4),,
3,광진구,폐건전지,서울특별시 광진구 광나루로56길 29,현대프라임상가(사업체),,
3,광진구,폐건전지,서울특별시 광진구 광나루로56길 29,현대프라임,,
3,광진구,폐건전지,서울특별시 광진구 구의강변로5길 7,강변파크빌,,
3,광진구,폐건전지,서울특별시 광진구 구의강변로 84,세양,,
3,광진구,폐건전지,서울특별시 광진구 아차산로 431,강변SK뷰,,
3,광진구,폐건전지,서울특별시 광진구 군자로 151,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 군자로12길 46,일성파크,,
3,광진구,폐건전지,서울특별시 광진구 동일로52길 27,군자동상상공원,,
3,광진구,폐건전지,서울특별시 광진구 능동로21길 40,군자빌라 옆,,
3,광진구,폐건전지,서울특별시 광진구 동일로40길 34,호동아파트,,
3,광진구,폐건전지,서울특별시 광진구 군자로 74,장안초등학교,,
3,광진구,폐건전지,서울특별시 광진구 광나루로 441,어린이회관,,
3,광진구,폐건전지,서울특별시 광진구 천호대로112길 55,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 천호대로124길 62,초소옆,,
3,광진구,폐건전지,서울특별시 광진구 능동로30길 32-4,아리랑채 앞,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로47길 13 앞,정말공원내,,
3,광진구,폐건전지,서울특별시 광진구 자양로13길 37 ,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 639,농협담,,
3,광진구,폐건전지,서울특별시 광진구 자양로 55,자양,,
3,광진구,폐건전지,서울특별시 광진구 자양로19길 70,구자양1동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 자양로 117,광진구청,,
3,광진구,폐건전지,서울특별시 광진구 자양로 113,힐복합상가(사업체),,
3,광진구,폐건전지,서울특별시 광진구 자양로 109,현대홈시티,,
3,광진구,폐건전지,서울특별시 광진구 자양로21길 16-14,자양힐,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로46길 64 ,신자초등학교,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 610,평화전기조명,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로52길 71,자양 경남,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로52길 71 ,경남아파트 뒷담,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로54길 74,자양현대5차,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로52마길 56,로얄동아,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로56길 72,자양현대2차(1),,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로56길 72,자양현대2차(2),,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로56길 7,성자초등학교,,
3,광진구,폐건전지,서울특별시 광진구 자양로5길 33,YM프라젠APT,,
3,광진구,폐건전지,서울특별시 광진구 자양로3길 46-3,강변연립,,
3,광진구,폐건전지,서울특별시 광진구 자양로3길 55,경남아너스빌,,
3,광진구,폐건전지,서울특별시 광진구 자양로3가길 28,동주민센터,,
3,광진구,폐건전지,서울특별 광진구 뚝섬로56가길 10,자양현대3차,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로56가길 28,한솔리베르,,
3,광진구,폐건전지,서울특별시 광진구 자양로3가길 43,현대강변,,
3,광진구,폐건전지,서울특별시 광진구 자양로3길 7,광양중학교,,
3,광진구,폐건전지,서울특별시 광진구 자양로3가길 31,광양고등학교,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로58길 13 ,노인보호센터 앞,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로62길 24 ,언덕배기공원,,
3,광진구,폐건전지,서울특별시 광진구 자양로4나길 42 ,,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로64길 71,양남초등학교,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로64길 45,광진중학교,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 718 ,한창빌라,,
3,광진구,폐건전지,서울특별시 광진구 구의강변로 11,자양동한양,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로46길 74,광진하나플러스,,
3,광진구,폐건전지,서울특별시 광진구 구의강변로1길 44,광진하우스토리,,
3,광진구,폐건전지,서울특별시 광진구 아차산로 262,더샵스타시티,,
3,광진구,폐건전지,서울특별시 광진구 능동로 42,신양초등학교,,
3,광진구,폐건전지,서울특별시 광진구 능동로 50,이튼타워리버2차,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로33길 42,자양우성6차,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로35길 32,자양우성3차,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 561,동자초등학교,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 568,자양3동 주민센터,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 576,자양우성2차,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로41길 33,자양중학교,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 553,자양우성5차,,
3,광진구,폐건전지,서울특별시 광진구 자양번영로 59,자양우성4차,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 569,자양우성1차,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 569,자양우성1차,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로 587,제일은행뒤,,
3,광진구,폐건전지,서울특별시 광진구 자양번영로3길 27,현대빌라,,
3,광진구,폐건전지,서울특별시 광진구 자양번영로1길 57,대원리버빌,,
3,광진구,폐건전지,서울특별시 광진구 자양번영로1길 31-10,태원강변,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로34길 9,자양2차현대,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로33길 20,한라,,
3,광진구,폐건전지,서울특별시 광진구 아차산로36길 39,자양7차우성,,
3,광진구,폐건전지,서울특별시 광진구 자양번영로3길 66,자양현대6차,,
3,광진구,폐건전지,서울특별시 광진구 능동로4길 41,자양7차현대홈타운,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로36길 19,자양8차현대홈타운,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로34길 32,자양9차현대홈타운,,
3,광진구,폐건전지,서울특별시 광진구 아차산로36길 13 ,금강kcc 아파트,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로34길 25-19,자양10차현대홈타운,,
3,광진구,폐건전지,서울특별시 광진구 능동로4길 78,우방리버파크,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로36길 75 ,강변아이파크,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로34길 67,광진트라팰리스,,
3,광진구,폐건전지,서울특별 광진구 능동로4길 38,이튼타워리버5차(1),,
3,광진구,폐건전지,서울특별 광진구 능동로4길 38,이튼타워리버5차(2),,
3,광진구,폐건전지,서울특별시 광진구 능동로 18,이튼타워3차 ,,
3,광진구,폐건전지,서울특별시 광진구 동일로18길 101,공영주차장,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로22길 89,신양중학교,,
3,광진구,폐건전지,서울특별시 광진구 능동로3길 77,신양주차장,,
3,광진구,폐건전지,서울특별시 광진구 능동로3길 53,한강극동,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로26길 58,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 능동로1길 15,한강우성,,
3,광진구,폐건전지,서울특별시 광진구 동일로2길 17,자양제2경로당,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로31길 27,경동그린빌라,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로31길 20,자양대동,,
3,광진구,폐건전지,서울특별시 광진구 능동로 19,한강현대,,
3,광진구,폐건전지,서울특별시 광진구 능동로3다길 13,한강아남,,
3,광진구,폐건전지,서울특별시 광진구 능동로3길 17,한강성원,,
3,광진구,폐건전지,서울특별시 광진구 뚝섬로24길 74,광진한화꿈에그린,,
3,광진구,폐건전지,서울특별시 광진구 동일로 354,진흥아르미,,
3,광진구,폐건전지,서울특별시 광진구 긴고랑로12길 49,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 면목로7길 22,,,
3,광진구,폐건전지,서울특별시 광진구 긴고랑로17길 10,수호천사어린이집 옆건물,,
3,광진구,폐건전지,서울특별시 광진구 능동로 346,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 용마산로1길 84,대영APT주자창,,
3,광진구,폐건전지,서울특별시 광진구 천호대로113길 10,용마초등학교 뒷담,,
3,광진구,폐건전지,서울특별시 광진구 천호대로113길 10,용마초등학교,,
3,광진구,폐건전지,서울특별시 광진구 긴고랑로15길 32,삼민,,
3,광진구,폐건전지,서울특별시 광진구 능동로 415-1 ,중곡역2번출구앞,,
3,광진구,폐건전지,서울특별시 광진구 능동로 447,한국중앙교회,,
3,광진구,폐건전지,서울특별시 광진구 면목로12길 13,퍼시픽빌라,,
3,광진구,폐건전지,서울특별시 광진구 긴고랑로1길 55,중곡2차,,
3,광진구,폐건전지,서울특별시 광진구 동일로72길 17 ,중곡1차APT,,
3,광진구,폐건전지,서울특별시 광진구 용마산로33길 25,마을공원 공영주차장 옆,,
3,광진구,폐건전지,서울특별시 광진구 답십리로76길 12,,,
3,광진구,폐건전지,서울특별시 광진구 동일로 459,중곡성원,,
3,광진구,폐건전지,서울특별시 광진구 동일로76가길 17,광덕,,
3,광진구,폐건전지,서울특별시 광진구 동일로76가길 28,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 용마산로24길 13,신향빌라입구,,
3,광진구,폐건전지,서울특별시 광진구 긴고랑로 131,동주민센터,,
3,광진구,폐건전지,서울특별시 광진구 긴고랑로 197-1,,,
3,광진구,폐건전지,서울특별시 광진구 영화사로9가길 13-10,청룡빌라 앞,,
3,광진구,폐건전지,서울특별시 광진구 영화사로9길 28,하이츠빌라,,
